year,events_urls,stage,r_o,country,contestant,song,points,place,qualified
1970,https://eurovision.tv/event/amsterdam-1970,Final,2,Switzerland,Henri Dès,Retour,8,4,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,3,Italy,Gianni Morandi,Occhi Di Ragazza,5,8,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,4,Yugoslavia,Eva Sren,"Pridi, Dala Ti Bom Cvet",4,11,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,5,Belgium,Jean Vallée,Viens L'oublier,5,8,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,6,France,Guy Bonnet,Marie Blanche,8,4,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,7,United Kingdom,Mary Hopkin,"Knock, Knock (who's There?)",26,2,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,8,Luxembourg,David-Alexandre Winter,Je Suis Tombé Du Ciel,0,12,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,9,Spain,Julio Iglesias,Gwendolyne,8,4,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,10,Monaco,Dominique Dussault,Marlène,5,8,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,11,Germany,Katja Ebstein,Wunder Gibt Es Immer Wieder,12,3,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,12,Ireland,Dana,All Kinds Of Everything,32,1,NA
1969,https://eurovision.tv/event/madrid-1969,Final,1,Yugoslavia,Ivan,Pozdrav Svijetu,5,13,NA
1969,https://eurovision.tv/event/madrid-1969,Final,2,Luxembourg,Romuald,Cathérine,7,11,NA
1969,https://eurovision.tv/event/madrid-1969,Final,3,Spain,Salomé,Vivo Cantando,18,1,NA
1969,https://eurovision.tv/event/madrid-1969,Final,4,Monaco,Jean-Jacques,"Maman, Maman",11,6,NA
1969,https://eurovision.tv/event/madrid-1969,Final,5,Ireland,Muriel Day and the Lindsays,The Wages Of Love,10,7,NA
1969,https://eurovision.tv/event/madrid-1969,Final,6,Italy,Iva Zanicchi,Due Grosse Lacrime Bianche,5,13,NA
1969,https://eurovision.tv/event/madrid-1969,Final,7,United Kingdom,Lulu,Boom Bang-a-bang,18,1,NA
1969,https://eurovision.tv/event/madrid-1969,Final,8,The Netherlands,Lenny Kuhr,De Troubadour,18,1,NA
1969,https://eurovision.tv/event/madrid-1969,Final,9,Sweden,Tommy Körberg,"Judy, Min Vän",8,9,NA
1969,https://eurovision.tv/event/madrid-1969,Final,10,Belgium,Louis Neefs,Jennifer Jennings,10,7,NA
1969,https://eurovision.tv/event/madrid-1969,Final,11,Switzerland,Paola del Medico,"Bonjour, Bonjour",13,5,NA
1969,https://eurovision.tv/event/madrid-1969,Final,12,Norway,Kirsti Sparboe,"Oj, Oj, Oj, Så Glad, Jeg Skal Bli",1,16,NA
1969,https://eurovision.tv/event/madrid-1969,Final,13,Germany,Siw Malmkvist,Primaballerina,8,9,NA
1969,https://eurovision.tv/event/madrid-1969,Final,14,France,Frida Boccara,"Un Jour, Un Enfant",18,1,NA
1969,https://eurovision.tv/event/madrid-1969,Final,15,Portugal,Simone de Oliveira,Desfolhada Portuguesa,4,15,NA
1969,https://eurovision.tv/event/madrid-1969,Final,16,Finland,Jarkko and Laura,Kuin Silloin Ennen,6,12,NA
1968,https://eurovision.tv/event/london-1968,Final,1,Portugal,Carlos Mendes,Verão,5,11,NA
1968,https://eurovision.tv/event/london-1968,Final,2,The Netherlands,Ronnie Tober,Morgen,1,16,NA
1968,https://eurovision.tv/event/london-1968,Final,3,Belgium,Claude Lombard,Quand Tu Reviendras,8,7,NA
1968,https://eurovision.tv/event/london-1968,Final,4,Austria,Karel Gott,Tausend Fenster,2,13,NA
1968,https://eurovision.tv/event/london-1968,Final,5,Luxembourg,Chris Baldo and Sophie Garel,Nous Vivrons D'amour,5,11,NA
1968,https://eurovision.tv/event/london-1968,Final,6,Switzerland,Gianni Mascolo,Guardando Il Sole,2,13,NA
1968,https://eurovision.tv/event/london-1968,Final,7,Monaco,Line and Willy,A Chacun Sa Chanson,8,7,NA
1968,https://eurovision.tv/event/london-1968,Final,8,Sweden,Claes-Göran Hederström,"Det Börjar Verka Kärlek, Banne Mej",15,5,NA
1968,https://eurovision.tv/event/london-1968,Final,9,Finland,Kristina Hautala,Kun Kello Käy,1,16,NA
1968,https://eurovision.tv/event/london-1968,Final,10,France,Isabelle Aubret,La Source,20,3,NA
1968,https://eurovision.tv/event/london-1968,Final,11,Italy,Sergio Endrigo,Marianne,7,10,NA
1968,https://eurovision.tv/event/london-1968,Final,12,United Kingdom,Cliff Richard,Congratulations,28,2,NA
1968,https://eurovision.tv/event/london-1968,Final,13,Norway,Odd Børre,Stress,2,13,NA
1968,https://eurovision.tv/event/london-1968,Final,14,Ireland,Pat McGeegan,Chance Of A Lifetime,18,4,NA
1968,https://eurovision.tv/event/london-1968,Final,15,Spain,Massiel,"La, La, La...",29,1,NA
1968,https://eurovision.tv/event/london-1968,Final,16,Germany,Wencke Myhre,Ein Hoch Der Liebe,11,6,NA
1968,https://eurovision.tv/event/london-1968,Final,17,Yugoslavia,Luci Kapurso and Hamo Hajdarhodzic,Jedan Dan,8,7,NA
1967,https://eurovision.tv/event/vienna-1967,Final,1,The Netherlands,Thérèse Steinmetz,Ring-dinge,2,14,NA
1967,https://eurovision.tv/event/vienna-1967,Final,2,Luxembourg,Vicky,L'amour Est Bleu,17,4,NA
1967,https://eurovision.tv/event/vienna-1967,Final,3,Austria,Peter Horten,Warum Es Hunderttausend Sterne Gibt,2,14,NA
1967,https://eurovision.tv/event/vienna-1967,Final,4,France,Noëlle Cordier,Il Doit Faire Beau Là-bas,20,3,NA
1967,https://eurovision.tv/event/vienna-1967,Final,5,Portugal,Eduardo Nascimento,O Vento Mudou,3,12,NA
1967,https://eurovision.tv/event/vienna-1967,Final,6,Switzerland,Géraldine,Quel Coeur Vas-tu Briser?,0,17,NA
1967,https://eurovision.tv/event/vienna-1967,Final,7,Sweden,Östen Warnebring,Som En Dröm,7,8,NA
1967,https://eurovision.tv/event/vienna-1967,Final,8,Finland,Fredi,Varjoon-suojaan,3,12,NA
1967,https://eurovision.tv/event/vienna-1967,Final,9,Germany,Inge Brück,Anouschka,7,8,NA
1967,https://eurovision.tv/event/vienna-1967,Final,10,Belgium,Louis Neefs,Ik Heb Zorgen,8,7,NA
1967,https://eurovision.tv/event/vienna-1967,Final,11,United Kingdom,Sandie Shaw,Puppet On A String,47,1,NA
1967,https://eurovision.tv/event/vienna-1967,Final,12,Spain,Raphael,Hablemos Del Amor,9,6,NA
1967,https://eurovision.tv/event/vienna-1967,Final,13,Norway,Kirsti Sparboe,Dukkemann,2,14,NA
1967,https://eurovision.tv/event/vienna-1967,Final,14,Monaco,Minouche Barelli,Boum-badaboum,10,5,NA
1967,https://eurovision.tv/event/vienna-1967,Final,15,Yugoslavia,Lado Leskovar,Vse Roze Sveta,7,8,NA
1967,https://eurovision.tv/event/vienna-1967,Final,16,Italy,Claudio Villa,Non Andare Più Lontano,4,11,NA
1967,https://eurovision.tv/event/vienna-1967,Final,17,Ireland,Sean Dunphy,If I Could Choose,22,2,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,1,Germany,Margot Eskens,Die Zeiger Der Uhr,7,10,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,2,Denmark,Ulla Pia,"Stop, Ja Stop - Ja Stop, Mens Legen Er Go",4,14,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,3,Belgium,Tonia,"Un Peu De Poivre, Un Peu De Sel",14,4,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,4,Luxembourg,Michèle Torr,Ce Soir Je T'attendais,7,10,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,5,Yugoslavia,Berta Ambroz,Brez Besed,9,7,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,6,Norway,Åse Kleveland,Intet Er Nytt Under Solen,15,3,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,7,Finland,Ann-Christine Nyström,Play-boy,7,10,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,8,Portugal,Madalena Iglesias,Ele E Ela,6,13,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,9,Austria,Udo Jürgens,Merci Chérie,31,1,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,10,Sweden,Lill Lindfors and Svante Thuresson,Nygammal Vals Eller Hip Man Svinaherde,16,2,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,11,Spain,Raphael,Yo Soy Aquél,9,7,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,12,Switzerland,Madeleine Pascal,Ne Vois-tu Pas?,12,6,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,13,Monaco,Tereza,Bien Plus Fort,0,17,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,14,Italy,Domenico Modugno,Dio Come Ti Amo,0,17,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,15,France,Dominique Walter,Chez Nous,1,16,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,16,The Netherlands,Milly Scott,Fernando En Philippo,2,15,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,17,Ireland,Dickie Rock,Come Back To Stay,14,4,NA
1966,https://eurovision.tv/event/luxembourg-1966,Final,18,United Kingdom,Kenneth McKellar,A Man Without Love,8,9,NA
1965,https://eurovision.tv/event/naples-1965,Final,1,The Netherlands,Conny Van den bos,Het Is Genoeg,5,11,NA
1965,https://eurovision.tv/event/naples-1965,Final,2,United Kingdom,Kathy Kirby,I Belong,26,2,NA
1965,https://eurovision.tv/event/naples-1965,Final,3,Spain,Conchita Bautista,"Qué Bueno, Qué Bueno",0,15,NA
1965,https://eurovision.tv/event/naples-1965,Final,4,Ireland,Butch Moore,I'm Walking The Streets In The Rain,11,6,NA
1965,https://eurovision.tv/event/naples-1965,Final,5,Germany,Ulla Wiesner,"Paradies, Wo Bist Du?",0,15,NA
1965,https://eurovision.tv/event/naples-1965,Final,6,Austria,Udo Jürgens,"Sag Ihr, Ich Lass' Sie Grüßen",16,4,NA
1965,https://eurovision.tv/event/naples-1965,Final,7,Norway,Kirsti Sparboe,Karusell,1,13,NA
1965,https://eurovision.tv/event/naples-1965,Final,8,Belgium,Lize Marke,Als Het Weer Lente Is,0,15,NA
1965,https://eurovision.tv/event/naples-1965,Final,9,Monaco,Marjorie Noël,Va Dire à L'amour,7,9,NA
1965,https://eurovision.tv/event/naples-1965,Final,10,Sweden,Ingvar Wixell,Absent Friend,6,10,NA
1965,https://eurovision.tv/event/naples-1965,Final,11,France,Guy Mardel,N'avoue Jamais,22,3,NA
1965,https://eurovision.tv/event/naples-1965,Final,12,Portugal,Simone de Oliviera,Sol De Inverno,1,13,NA
1965,https://eurovision.tv/event/naples-1965,Final,13,Italy,Bobby Solo,"Se Piangi, Se Ridi",15,5,NA
1965,https://eurovision.tv/event/naples-1965,Final,14,Denmark,Birgit Brüel,For Din Skyld,10,7,NA
1965,https://eurovision.tv/event/naples-1965,Final,15,Luxembourg,France Gall,"Poupée De Cire, Poupée De Son",32,1,NA
1965,https://eurovision.tv/event/naples-1965,Final,16,Finland,Viktor Klimenko,Aurinko Laskee Länteen,0,15,NA
1965,https://eurovision.tv/event/naples-1965,Final,17,Yugoslavia,Vice Vukov,Ceznja,2,12,NA
1965,https://eurovision.tv/event/naples-1965,Final,18,Switzerland,Yovanna,Non à Jamais Sans Toi,8,8,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,1,Luxembourg,Hugues Aufray,Dès Que Le Printemps Revient,14,4,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,2,The Netherlands,Anneke Grönloh,Jij Bent Mijn Leven,2,10,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,3,Norway,Arne Bendiksen,Spiral,6,8,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,4,Denmark,Bjørn Tidmand,Sangen Om Dig,4,9,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,5,Finland,Lasse Mårtenson,Laiskotellen,9,7,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,6,Austria,Udo Jürgens,"Warum Nur, Warum?",11,6,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,7,France,Rachel,Le Chant De Mallory,14,4,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,8,United Kingdom,Matt Monro,I Love The Little Things,17,2,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,9,Germany,Nora Nova,Man Gewöhnt Sich So Schnell An Das Schöne,0,13,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,10,Monaco,Romuald,Où Sont-elles Passées?,15,3,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,11,Portugal,António Calvário,Oração,0,13,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,12,Italy,Gigliola Cinquetti,Non Ho L'étà,49,1,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,13,Yugoslavia,Sabahudin Kurt,Zivot Je Sklopio Krug,0,13,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,14,Switzerland,Anita Traversi,I Miei Pensieri,0,13,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,15,Belgium,Robert Cogoi,Près De Ma Rivière,2,10,NA
1964,https://eurovision.tv/event/copenhagen-1964,Final,16,Spain,"Tim, Nelly and Tony",Caracola,1,12,NA
1963,https://eurovision.tv/event/london-1963,Final,1,United Kingdom,Ronnie Carroll,Say Wonderful Things,28,4,NA
1963,https://eurovision.tv/event/london-1963,Final,2,The Netherlands,Annie Palmen,Een Speeldoos,0,13,NA
1963,https://eurovision.tv/event/london-1963,Final,3,Germany,Heidi Brühl,Marcel,5,9,NA
1963,https://eurovision.tv/event/london-1963,Final,4,Austria,Carmela Corren,Vielleicht Geschieht Ein Wunder,16,7,NA
1963,https://eurovision.tv/event/london-1963,Final,5,Norway,Anita Thallaug,Solhverv,0,13,NA
1963,https://eurovision.tv/event/london-1963,Final,6,Italy,Emilio Pericoli,Uno Per Tutte,37,3,NA
1963,https://eurovision.tv/event/london-1963,Final,7,Finland,Laila Halme,Muistojeni Laulu,0,13,NA
1963,https://eurovision.tv/event/london-1963,Final,8,Denmark,Grethe and Jørgen Ingmann,Dansevise,42,1,NA
1963,https://eurovision.tv/event/london-1963,Final,9,Yugoslavia,Vice Vukov,Brodovi,3,11,NA
1963,https://eurovision.tv/event/london-1963,Final,10,Switzerland,Esther Ofarim,T'en Va Pas,40,2,NA
1963,https://eurovision.tv/event/london-1963,Final,11,France,Alain Barrière,Elle était Si Jolie,25,5,NA
1963,https://eurovision.tv/event/london-1963,Final,12,Spain,José Guardiola,Algo Prodigioso,2,12,NA
1963,https://eurovision.tv/event/london-1963,Final,13,Sweden,Monica Zetterlund,En Gång I Stockholm,0,13,NA
1963,https://eurovision.tv/event/london-1963,Final,14,Belgium,Jacques Raymond,Waarom,4,10,NA
1963,https://eurovision.tv/event/london-1963,Final,15,Monaco,Françoise Hardy,L'amour S'en Va,25,5,NA
1963,https://eurovision.tv/event/london-1963,Final,16,Luxembourg,Nana Mouskouri,A Force De Prier,13,8,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,1,Finland,Marion Rung,Tipi-tii,4,7,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,2,Belgium,Fud Leclerc,Ton Nom,0,13,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,3,Spain,Victor Balaguer,Llámame,0,13,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,4,Austria,Eleonore Schwarz,Nur In Der Wiener Luft,0,13,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,5,Denmark,Ellen Winther,Vuggevise,2,10,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,6,Sweden,Inger Berggren,Sol Och Vår,4,7,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,7,Germany,Conny Froboess,Zwei Kleine Italiener,9,6,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,8,The Netherlands,De Spelbrekers,Katinka,0,13,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,9,France,Isabelle Aubret,Un Premier Amour,26,1,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,10,Norway,Inger Jacobsen,"Kom Sol, Kom Regn",2,10,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,11,Switzerland,Jean Philippe,Le Retour,2,10,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,12,Yugoslavia,Lola Novakovic,Ne Pali Svetlo U Sumrak,10,4,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,13,United Kingdom,Ronnie Carroll,Ring-a-ding Girl,10,4,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,14,Luxembourg,Camillo Felgen,Petit Bonhomme,11,3,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,15,Italy,Claudio Villa,"Addio, Addio",3,9,NA
1962,https://eurovision.tv/event/luxembourg-1962,Final,16,Monaco,François Deguelt,Dis Rien,13,2,NA
1961,https://eurovision.tv/event/cannes-1961,Final,1,Spain,Conchita Bautista,Estando Contigo,8,9,NA
1961,https://eurovision.tv/event/cannes-1961,Final,2,Monaco,Colette Deréal,"Allons, Allons Les Enfants",6,10,NA
1961,https://eurovision.tv/event/cannes-1961,Final,3,Austria,Jimmy Makulis,Sehnsucht,1,15,NA
1961,https://eurovision.tv/event/cannes-1961,Final,4,Finland,Laila Kinnunen,Valoa Ikkunassa,6,10,NA
1961,https://eurovision.tv/event/cannes-1961,Final,5,Yugoslavia,Ljiljana Petrovic,Neke Davne Zvezde,9,8,NA
1961,https://eurovision.tv/event/cannes-1961,Final,6,The Netherlands,Greetje Kauffeld,Wat Een Dag,6,10,NA
1961,https://eurovision.tv/event/cannes-1961,Final,7,Sweden,Lill-Babs,"April, April",2,14,NA
1961,https://eurovision.tv/event/cannes-1961,Final,8,Germany,Lale Andersen,Einmal Sehen Wir Uns Wieder,3,13,NA
1961,https://eurovision.tv/event/cannes-1961,Final,9,France,Jean-Paul Mauric,Printemps (avril Carillonne),13,4,NA
1961,https://eurovision.tv/event/cannes-1961,Final,10,Switzerland,Franca di Rienzo,Nous Aurons Demain,16,3,NA
1961,https://eurovision.tv/event/cannes-1961,Final,11,Belgium,Bob Benny,"September, Gouden Roos",1,15,NA
1961,https://eurovision.tv/event/cannes-1961,Final,12,Norway,Nora Brockstedt,Sommer I Palma,10,7,NA
1961,https://eurovision.tv/event/cannes-1961,Final,13,Denmark,Dario Campeotto,Angelique,12,5,NA
1961,https://eurovision.tv/event/cannes-1961,Final,14,Luxembourg,Jean-Claude Pascal,Nous Les Amoureux,31,1,NA
1961,https://eurovision.tv/event/cannes-1961,Final,15,United Kingdom,The Allisons,Are You Sure?,24,2,NA
1961,https://eurovision.tv/event/cannes-1961,Final,16,Italy,Betty Curtis,Al Di Là,12,5,NA
1960,https://eurovision.tv/event/london-1960,Final,1,United Kingdom,Bryan Johnson,"Looking High, High, High",25,2,NA
1960,https://eurovision.tv/event/london-1960,Final,2,Sweden,Siw Malmkvist,Alla Andra Får Varann,4,10,NA
1960,https://eurovision.tv/event/london-1960,Final,3,Luxembourg,Camillo Felgen,So Laang We's Du Do Bast,1,13,NA
1960,https://eurovision.tv/event/london-1960,Final,4,Denmark,Katy Bødtger,Det Var En Yndig Tid,4,10,NA
1960,https://eurovision.tv/event/london-1960,Final,5,Belgium,Fud Leclerc,Mon Amour Pour Toi,9,6,NA
1960,https://eurovision.tv/event/london-1960,Final,6,Norway,Nora Brockstedt,Voi-voi,11,4,NA
1960,https://eurovision.tv/event/london-1960,Final,7,Austria,Harry Winter,Du Hast Mich So Fasziniert,6,7,NA
1960,https://eurovision.tv/event/london-1960,Final,8,Monaco,François Deguelt,Ce Soir-là,15,3,NA
1960,https://eurovision.tv/event/london-1960,Final,9,Switzerland,Anita Traversi,Cielo E Terra,5,8,NA
1960,https://eurovision.tv/event/london-1960,Final,10,The Netherlands,Rudi Carrell,Wat Een Geluk,2,12,NA
1960,https://eurovision.tv/event/london-1960,Final,11,Germany,Wyn Hoop,"Bonne Nuit, Ma Chérie!",11,4,NA
1960,https://eurovision.tv/event/london-1960,Final,12,Italy,Renato Rascel,Romantica,5,8,NA
1960,https://eurovision.tv/event/london-1960,Final,13,France,Jacqueline Boyer,Tom Pillibi,32,1,NA
1959,https://eurovision.tv/event/cannes-1959,Final,1,France,Jean Philippe,"Oui, Oui, Oui, Oui",15,3,NA
1959,https://eurovision.tv/event/cannes-1959,Final,2,Denmark,Birthe Wilke,Uh-jeg Ville Ønske Jeg Var Dig,12,5,NA
1959,https://eurovision.tv/event/cannes-1959,Final,3,Italy,Domenico Modugno,Piove,9,6,NA
1959,https://eurovision.tv/event/cannes-1959,Final,4,Monaco,Jacques Pills,Mon Ami Pierrot,1,11,NA
1959,https://eurovision.tv/event/cannes-1959,Final,5,The Netherlands,Teddy Scholten,Een Beetje,21,1,NA
1959,https://eurovision.tv/event/cannes-1959,Final,6,Germany,Alice and Ellen Kessler,Heut' Woll'n Wir Tanzen Geh'n,5,8,NA
1959,https://eurovision.tv/event/cannes-1959,Final,7,Sweden,Brita Borg,Augustin,4,9,NA
1959,https://eurovision.tv/event/cannes-1959,Final,8,Switzerland,Christa Williams,Irgendwoher,14,4,NA
1959,https://eurovision.tv/event/cannes-1959,Final,9,Austria,Ferry Graf,Der K. Und K. Kalypso Aus Wien,4,9,NA
1959,https://eurovision.tv/event/cannes-1959,Final,10,United Kingdom,Pearl Carr and Teddy Johnson,Sing Little Birdie,16,2,NA
1959,https://eurovision.tv/event/cannes-1959,Final,11,Belgium,Bob Benny,Hou Toch Van Mij,9,6,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,1,Italy,Domenico Modugno,Nel Blu Dipinto Di Blu,13,3,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,2,The Netherlands,Corry Brokken,Heel De Wereld,1,9,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,3,France,André Claveau,Dors Mon Amour,27,1,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,4,Luxembourg,Solange Berry,Un Grand Amour,1,9,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,5,Sweden,Alice Babs,Lilla Stjärna,10,4,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,6,Denmark,Raquel Rastenni,Jeg Rev Et Blad Ud Af Min Dagbog,3,8,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,7,Belgium,Fud Leclerc,Ma Petite Chatte,8,5,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,8,Germany,Margot Hielscher,Für Zwei Groschen Musik,5,7,NA
1958,https://eurovision.tv/event/hilversum-1958,Final,9,Austria,Liane Augustin,Die Ganze Welt Braucht Liebe,8,5,NA
