year,events_urls,round,from,by,to,points
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Azerbaijan,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Hungary,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Ukraine,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,The Netherlands,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,France,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,United Kingdom,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,United Kingdom,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Bulgaria,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Italy,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Armenia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,France,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Cyprus,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Russia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Australia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Spain,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Jury,Israel,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Azerbaijan,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Armenia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,France,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Austria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Lithuania,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Bulgaria,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Televote,Latvia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Spain,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Russia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Sweden,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Armenia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Lithuania,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Malta,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Cyprus,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Moldova,Jury,Croatia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Serbia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Ukraine,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Azerbaijan,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Croatia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Bulgaria,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Italy,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Hungary,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,Lithuania,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Televote,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Malta,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Armenia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Hungary,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Serbia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,France,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Australia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Belgium,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Bulgaria,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Montenegro,Jury,Poland,1
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Serbia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Bulgaria,10
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Armenia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Ukraine,6
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Croatia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Belgium,4
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Australia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Poland,2
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Televote,Italy,1
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Bulgaria,10
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Australia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Serbia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Croatia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Israel,5
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Belgium,4
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Latvia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,The Netherlands,2
2016,https://eurovision.tv/event/stockholm-2016,Final,North Macedonia,Jury,Azerbaijan,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Lithuania,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Poland,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Australia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Sweden,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Russia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Bulgaria,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Ukraine,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Latvia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,Belgium,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Televote,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Italy,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Bulgaria,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Spain,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,The Netherlands,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Belgium,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Ukraine,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Israel,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Lithuania,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Norway,Jury,Poland,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Sweden,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Australia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Hungary,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Latvia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Austria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Bulgaria,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Armenia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Televote,Cyprus,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Georgia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Israel,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Latvia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Spain,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Czech Republic,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Bulgaria,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,Lithuania,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Poland,Jury,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Armenia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Austria,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Cyprus,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Azerbaijan,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Poland,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Australia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,France,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Sweden,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Televote,Latvia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Armenia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Azerbaijan,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Malta,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,France,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,United Kingdom,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Georgia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Cyprus,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Latvia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Australia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Russia,Jury,Hungary,1
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Lithuania,8
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Poland,7
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Latvia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Sweden,4
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Bulgaria,3
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Armenia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Televote,Hungary,1
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Italy,10
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,United Kingdom,8
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Russia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Georgia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Cyprus,5
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,The Netherlands,4
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Malta,3
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Hungary,2
2016,https://eurovision.tv/event/stockholm-2016,Final,San Marino,Jury,Austria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Hungary,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Bulgaria,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Belgium,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Croatia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Cyprus,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Armenia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Televote,Sweden,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Malta,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Lithuania,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Israel,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,The Netherlands,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Bulgaria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Armenia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,United Kingdom,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Serbia,Jury,Russia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Serbia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Croatia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Austria,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Sweden,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Poland,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Australia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Bulgaria,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Televote,Italy,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Bulgaria,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Belgium,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Latvia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Serbia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Armenia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Hungary,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,Israel,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Slovenia,Jury,The Netherlands,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Bulgaria,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,France,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Armenia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Poland,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Australia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Italy,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Austria,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Televote,Sweden,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Armenia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Hungary,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Australia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,France,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Malta,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Italy,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Russia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,The Netherlands,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Azerbaijan,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Spain,Jury,Israel,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Australia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Poland,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Lithuania,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Austria,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Bulgaria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,France,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,The Netherlands,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Televote,Spain,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Jury,Australia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Sweden,Jury,Azerbaijan,10
